cancelled,account_length,international_plan,voicemail_plan,num_voicemail_messages,total_day_minutes,total_day_calls,total_day_charge,total_evening_minutes,total_evening_calls,total_evening_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,num_customer_service_calls
no,0.7647058823529412,no,no,0.0,0.6429323044545773,0.548076923076923,0.642871879513101,0.19525065963060684,0.7596153846153847,0.1951219512195122,0.3604118993135011,0.6250000000000001,0.3601694915254236,0.588235294117647,0.6666666666666666,0.5885558583106267,1.0
si,0.19117647058823528,no,si,0.8729171502402246,0.6569624693090144,0.20192307692307698,0.6569011759851455,0.2525442894836034,0.3173076923076923,0.25232815964523286,0.18954996186117462,0.5384615384615384,0.1889830508474576,0.2941176470588235,0.5283208335737187,0.2942779291553133,0.0
no,0.3480392156862745,no,no,0.0,0.38442651701157493,0.29807692307692313,0.38436146069733856,0.3573313230305315,0.5288461538461539,0.35742793791574284,0.3520213577421815,0.3076923076923077,0.3516949152542373,0.5147058823529411,0.4406426982957874,0.5149863760217983,0.0
no,0.4607843137254902,no,si,0.9291204612744929,0.7835847071203087,0.7884615384615384,0.7835774706003715,0.5499434602336977,0.6057692307692307,0.5498891352549891,0.47673531655225004,0.47115384615384615,0.47627118644067795,0.48529411764705865,0.5283208335737187,0.48501362397820175,0.0
no,0.20098039215686272,no,no,0.0,0.4138898632058927,0.7596153846153847,0.4138642459253147,0.3641160949868073,0.5,0.364079822616408,0.33218916857360786,0.7692307692307693,0.3322033898305084,0.40441176470588225,0.33333333333333337,0.4032697547683925,0.13358802120193103
no,0.4166666666666667,no,no,0.0,0.4517713083128726,0.6153846153846155,0.4516195584897875,0.7078778741047871,0.3173076923076923,0.7077605321507761,0.6006864988558351,0.47115384615384615,0.5999999999999999,0.13970588235294118,0.6666666666666666,0.1389645776566758,0.0
no,0.6372549019607843,no,no,0.0,0.6117151876534549,0.6442307692307693,0.6117185888178255,0.7274783264229174,0.5192307692307693,0.7272727272727273,0.28070175438596484,0.46153846153846156,0.2805084745762712,0.5367647058823529,0.6666666666666666,0.5367847411444142,0.13358802120193103
si,0.2647058823529412,no,si,0.9643223923713218,0.3265520869870221,0.6346153846153847,0.326593769341861,0.5310968714662646,0.4423076923076923,0.5308203991130822,0.27078565980167807,0.6346153846153847,0.2703389830508474,0.551470588235294,0.5283208335737187,0.5504087193460492,1.0
no,0.35784313725490197,no,no,0.0,0.4394949140652402,0.5192307692307693,0.4394470806684547,0.8462118356577459,0.548076923076923,0.846119733924612,0.4298245614035087,0.3076923076923077,0.42966101694915243,0.38235294117647045,0.602451640685868,0.3814713896457767,0.13358802120193103
no,0.39215686274509803,si,si,0.9162011859404886,0.7004559803577691,0.2692307692307693,0.7004332576851662,0.7414248021108178,0.7403846153846155,0.7414634146341463,0.7654462242562929,0.6923076923076924,0.7652542372881355,0.32352941176470584,0.33333333333333337,0.32152588555858314,0.0
no,0.39215686274509803,no,no,0.0,0.4517713083128726,0.5192307692307693,0.4516195584897875,0.5657745947983415,0.6153846153846155,0.5658536585365854,0.570556826849733,0.1923076923076923,0.5703389830508474,0.7132352941176469,0.19498750024038547,0.7111716621253408,1.0
si,0.1323529411764706,no,no,0.0,0.2956857243072606,0.0,0.295646791829998,0.21975122502826983,0.6153846153846155,0.2195121951219512,0.7284515636918383,0.7115384615384616,0.727966101694915,0.3529411764705882,0.19498750024038547,0.35149863760218,0.13358802120193103
no,0.5392156862745098,no,no,0.0,0.4875482286916871,0.13461538461538458,0.4875180524035486,0.5032039200904636,0.7307692307692307,0.5033259423503327,0.3043478260869565,0.8653846153846155,0.3042372881355931,0.5661764705882352,0.19498750024038547,0.5640326975476839,0.13358802120193103
no,0.00980392156862745,no,si,0.8392845117511682,0.10522623640827783,0.6538461538461539,0.10521972354033424,0.6652845834903882,0.28846153846153844,0.6651884700665187,0.8028222730739893,0.4326923076923077,0.8025423728813559,0.5808823529411764,0.19498750024038547,0.5803814713896458,0.44250704934976004
si,0.24509803921568626,no,no,0.0,0.6745001753770606,0.7788461538461539,0.6744377965752012,0.5018339992461365,0.5384615384615384,0.5017437694013305,0.4660564454614798,0.7692307692307693,0.46610169491525416,0.44852941176470573,0.0,0.44686648501362397,0.0
no,0.3284313725490196,no,si,0.8107403422607161,0.4861452122062434,0.673076923076923,0.4860738601196617,0.7930644553335846,0.6538461538461539,0.7929046563192905,0.3970251716247139,0.22115384615384615,0.39661016949152544,0.8235294117647056,0.6666666666666666,0.8228882833787468,0.0
si,0.7941176470588235,no,no,0.0,0.7376359172220273,0.27884615384615385,0.7375696306994017,0.761402186204297,0.576923076923077,0.761419068736142,0.3688024408848208,0.326923076923077,0.36864406779661013,0.44852941176470573,0.6666666666666666,0.44686648501362397,0.13358802120193103
no,0.4215686274509804,no,no,0.0,0.2735882146615223,0.40384615384615385,0.27357128120486907,0.7353938937052394,0.1923076923076923,0.7352549889135256,0.667810831426392,0.20192307692307698,0.6677966101694914,0.7058823529411763,0.5283208335737187,0.7057220708446867,0.44250704934976004
si,0.27941176470588236,no,no,0.0,0.26236408277797263,0.451923076923077,0.2622240561171859,0.5356200527704486,0.576923076923077,0.5356984478935698,0.7257818459191454,0.28846153846153844,0.7254237288135592,0.7647058823529411,0.0,0.7629427792915533,0.13358802120193103
no,0.5294117647058824,no,no,0.0,0.43914415994387934,0.8653846153846155,0.4390344543016299,0.3260459856765925,0.5865384615384616,0.3259423503325943,0.5305110602593439,0.673076923076923,0.5305084745762711,0.588235294117647,0.4406426982957874,0.5885558583106267,0.13358802120193103
no,0.5392156862745098,no,no,0.0,0.6734479130129779,0.5673076923076924,0.6734062306581391,0.5525819826611383,0.4903846153846154,0.5525498891352549,0.8352402745995424,0.451923076923077,0.8347457627118642,0.5073529411764706,0.602451640685868,0.5068119891008176,1.0
no,0.7009803921568627,no,no,0.0,0.35847071203086633,0.46153846153846156,0.3583659995873737,0.2137203166226913,0.4326923076923077,0.21374722838137478,0.09534706331045001,0.2596153846153846,0.09491525423728808,0.8455882352941175,0.4406426982957874,0.8446866485013624,0.44250704934976004
si,0.6568627450980392,no,no,0.0,0.7941073307611365,0.17307692307692313,0.7940994429544048,0.6928006030908406,0.6538461538461539,0.6926829268292682,0.49389778794813105,0.6153846153846155,0.4932203389830508,0.36029411764705876,0.19498750024038547,0.3596730245231608,0.13358802120193103
no,0.5294117647058824,no,si,0.969739174232513,0.6317081725710276,0.7211538461538461,0.6317309676088302,0.626460610629476,0.34615384615384615,0.6261640798226165,0.3558352402745995,0.4903846153846154,0.3559322033898304,0.40441176470588225,0.33333333333333337,0.4032697547683925,1.0
no,0.5196078431372549,no,si,0.6820783610037844,0.2697299193265521,0.8076923076923078,0.269651330720033,0.4986807387862797,0.41346153846153844,0.4984478935698448,0.4733028222730739,0.25,0.4728813559322033,0.2941176470588235,0.7233083338141043,0.2942779291553133,0.0
no,0.7254901960784313,no,no,0.0,0.5573482988425115,0.576923076923077,0.5572519083969466,0.2612137203166227,0.46153846153846156,0.2611973392461198,0.3207475209763538,0.375,0.32033898305084735,0.3088235294117646,0.33333333333333337,0.3079019073569483,0.44250704934976004
no,0.26960784313725494,no,no,0.0,0.7569273938968782,0.451923076923077,0.7567567567567568,0.4542027892951376,0.6538461538461539,0.45410199556541025,0.27231121281464526,0.8173076923076924,0.2720338983050847,0.06617647058823528,0.4406426982957874,0.06539509536784743,0.0
no,0.6274509803921569,no,no,0.0,0.21255699754472115,0.4903846153846154,0.21250257891479266,0.6528458349038824,0.13461538461538458,0.6527716186252772,0.7025171624713957,0.7211538461538461,0.702542372881356,0.5147058823529411,0.4406426982957874,0.5149863760217983,0.13358802120193103
no,0.44607843137254904,no,no,0.0,0.7435987372851631,0.673076923076923,0.7435527130183619,0.542781756502073,0.451923076923077,0.5427937915742795,0.3752860411899313,0.6538461538461539,0.3754237288135593,0.4117647058823528,0.33333333333333337,0.4114441416893733,0.13358802120193103
no,0.3235294117647059,no,si,0.8649205849987094,0.32339529989477367,0.5673076923076924,0.32329275840726224,0.6238220882020354,0.5384615384615384,0.6239467849223947,0.8634630053394354,0.4326923076923077,0.8635593220338982,0.8088235294117645,0.5283208335737187,0.8092643051771118,0.0
no,0.5833333333333334,no,no,0.0,0.6450368291827429,0.5576923076923078,0.6449350113472251,0.7542404824726725,0.48076923076923084,0.7543237250554324,0.15598779557589626,0.3076923076923077,0.15593220338983044,0.42647058823529405,0.6666666666666666,0.4250681198910082,0.13358802120193103
no,0.8088235294117647,no,no,0.0,0.6429323044545773,0.5576923076923078,0.642871879513101,0.41575574820957406,0.673076923076923,0.41552106430155206,0.5167810831426392,0.5192307692307693,0.5161016949152541,0.6544117647058822,0.773976031629121,0.6539509536784742,0.0
no,0.3186274509803922,no,no,0.0,0.17607856892318483,0.2692307692307693,0.17598514545079433,0.7331323030531474,0.6057692307692307,0.7330376940133039,0.43478260869565205,0.7403846153846155,0.43474576271186444,0.4191176470588234,0.5283208335737187,0.41689373297002735,0.0
no,0.36764705882352944,no,no,0.0,0.582953349701859,0.125,0.5828347431400867,0.3550697323784394,0.7596153846153847,0.35476718403547675,0.4016018306636155,0.47115384615384615,0.40169491525423723,0.36029411764705876,0.33333333333333337,0.3596730245231608,0.13358802120193103
no,0.3823529411764706,no,no,0.0,0.6180287618379515,0.5961538461538461,0.6179079843201981,0.63098379193366,0.701923076923077,0.6310421286031043,0.6064073226544622,0.4903846153846154,0.6059322033898304,0.3897058823529411,0.33333333333333337,0.38964577656675753,0.44250704934976004
no,0.4754901960784314,no,si,0.8729171502402246,0.5057874430024553,0.6153846153846155,0.5056736125438416,0.5774594798341499,0.5,0.5773835920177384,0.6319603356216628,0.701923076923077,0.6313559322033899,0.6911764705882352,0.4406426982957874,0.6893732970027249,0.44250704934976004
no,0.6862745098039216,no,si,0.7897389623232769,0.6243423360224483,0.7211538461538461,0.6243036930059831,0.9845457972107048,0.48076923076923084,0.984478935698448,0.34286803966437823,0.3942307692307693,0.3423728813559321,0.31617647058823517,0.602451640685868,0.3160762942779292,0.0
si,0.23529411764705882,no,no,0.0,0.8028761837951596,0.40384615384615385,0.8027645966577266,0.5288352808141726,0.6634615384615384,0.5286031042128603,0.5125858123569793,0.48076923076923084,0.5127118644067796,0.7720588235294117,0.19498750024038547,0.7711171662125342,0.44250704934976004
no,0.22058823529411764,no,no,0.0,0.5675201683619782,0.6057692307692307,0.5673612543841552,0.4055785902751602,0.33653846153846156,0.40532150776053216,0.53394355453852,0.34615384615384615,0.5338983050847457,0.4926470588235292,0.19498750024038547,0.49046321525885567,0.7564707973660301
no,0.6666666666666666,no,no,0.0,0.27218519817607856,0.7884615384615384,0.27212708892098203,0.26498303807010937,0.33653846153846156,0.2647450110864746,0.5850495804729214,0.125,0.5847457627118644,0.27941176470588225,0.4406426982957874,0.27792915531335155,0.7564707973660301
si,0.8333333333333334,no,no,0.0,0.8176078568923184,0.20192307692307698,0.8176191458634208,0.6125141349415756,0.6153846153846155,0.6124168514412418,0.24942791762013722,0.6057692307692307,0.24915254237288137,0.44852941176470573,0.5283208335737187,0.44686648501362397,0.0
no,0.044117647058823525,no,no,0.0,0.6481936162749912,0.7596153846153847,0.6480297090984115,0.32265359969845453,0.7403846153846155,0.3223946784922395,0.5980167810831425,0.3076923076923077,0.597457627118644,0.6911764705882352,0.4406426982957874,0.6893732970027249,0.0
no,0.42647058823529416,no,no,0.0,0.08593475973342687,0.28846153846153844,0.08582628429956674,0.7353938937052394,0.6346153846153847,0.7352549889135256,0.5411899313501143,0.5961538461538461,0.5406779661016949,0.3897058823529411,0.19498750024038547,0.38964577656675753,0.7564707973660301
no,0.43137254901960786,no,no,0.0,0.36373202385128023,0.42307692307692313,0.3637301423560966,0.68450810403317,0.7500000000000001,0.6842572062084258,0.24942791762013722,0.24038461538461542,0.24915254237288137,0.5367647058823529,0.19498750024038547,0.5367847411444142,0.44250704934976004
si,0.3970588235294118,no,no,0.0,0.5324447562258856,0.3173076923076923,0.5322880132040437,0.44063324538258575,0.6634615384615384,0.4403547671840355,0.7063310450038138,0.33653846153846156,0.7059322033898303,0.5220588235294117,0.5283208335737187,0.5204359673024523,0.7564707973660301
no,0.6764705882352942,no,no,0.0,0.5562960364784286,0.8365384615384616,0.5562203424798845,0.4466641537881644,0.9423076923076924,0.44656319290465635,0.31426392067124326,0.42307692307692313,0.3144067796610169,0.4632352941176471,0.0,0.46321525885558584,0.7564707973660301
no,0.4215686274509804,no,no,0.0,0.4707120308663626,0.6826923076923078,0.47060037136373023,0.5182811911044101,0.5673076923076924,0.5184035476718403,0.3813882532418001,0.6346153846153847,0.38135593220338976,0.7573529411764706,0.4406426982957874,0.7574931880108993,0.13358802120193103
no,0.6666666666666666,si,no,0.0,0.4791301297790249,0.7211538461538461,0.4790592118836394,0.35356200527704484,0.6442307692307693,0.3534368070953437,0.7250190694126619,0.48076923076923084,0.7245762711864407,0.5808823529411764,0.33333333333333337,0.5803814713896458,0.44250704934976004
si,0.2156862745098039,no,no,0.0,0.14451069800070152,0.5576923076923078,0.144419228388694,0.451564266867697,0.5961538461538461,0.45144124168514416,0.43325705568268486,0.6057692307692307,0.43305084745762695,0.2867647058823529,0.5283208335737187,0.2861035422343325,0.0
no,0.4362745098039216,no,no,0.0,0.573482988425114,0.42307692307692313,0.5733443367031154,0.3648699585375047,0.41346153846153844,0.36496674057649675,0.6803966437833713,0.48076923076923084,0.6805084745762713,0.3970588235294117,0.6666666666666666,0.39509536784741145,0.0
no,0.5,no,no,0.0,0.3644335320940021,0.7211538461538461,0.36434908190633386,0.7014700339238598,0.375,0.7015521064301553,0.5537757437070938,0.46153846153846156,0.5533898305084746,0.21323529411764702,0.19498750024038547,0.21253405994550412,0.0
no,0.4852941176470588,no,no,0.0,0.6958961767800772,0.7884615384615384,0.6958943676500929,0.40897097625329815,0.20192307692307698,0.4088691796008869,0.4950099923722349,0.7115384615384616,0.49472305084745766,0.27941176470588225,0.0,0.27792915531335155,0.44250704934976004
no,0.5343137254901961,no,no,0.0,0.5180638372500876,0.5,0.5180524035485867,0.36788541274029396,0.3846153846153847,0.36762749445676274,0.156369183829138,0.5384615384615384,0.15593220338983044,0.2058823529411764,0.4406426982957874,0.20435967302452318,0.7564707973660301
no,0.6029411764705882,no,no,0.0,0.7607856892318484,0.6250000000000001,0.7606767072415928,0.04297022238974746,0.5384615384615384,0.043015521064301565,0.31502669717772686,0.20192307692307698,0.3144067796610169,0.6102941176470588,0.19498750024038547,0.6103542234332426,0.44250704934976004
no,0.044117647058823525,no,no,0.0,0.5106980007015083,0.5288461538461539,0.5106251289457396,0.555220505088579,0.27884615384615385,0.5552106430155213,0.5179252479023646,0.24038461538461542,0.5177966101694913,0.38235294117647045,0.602451640685868,0.3814713896457767,0.44250704934976004
no,0.43137254901960786,no,si,0.8566617910518294,0.44230094703612766,0.3076923076923077,0.4423354652362287,0.7813795702977762,0.8461538461538461,0.7813747228381374,0.4950099923722349,0.951923076923077,0.49472305084745766,0.2941176470588235,0.5283208335737187,0.2942779291553133,0.44250704934976004
no,0.5882352941176471,no,no,0.0,0.5980357769203788,0.48076923076923084,0.5978956055291934,0.5390124387485865,0.46153846153846156,0.5388026607538803,0.14874141876430202,0.6346153846153847,0.14830508474576265,0.3088235294117646,0.19498750024038547,0.3079019073569483,0.44250704934976004
no,0.4901960784313726,no,no,0.0,0.7407927043142757,0.5192307692307693,0.740664328450588,0.4048247267244629,0.4326923076923077,0.4048780487804878,0.5209763539282988,0.3653846153846154,0.5203389830508474,0.19117647058823523,0.33333333333333337,0.19073569482288832,0.7564707973660301
no,0.5,no,si,0.8729171502402246,0.5191160996141705,0.548076923076923,0.5190839694656489,0.4903882397286091,0.7500000000000001,0.49046563192904663,0.29176201372997707,0.5961538461538461,0.29152542372881357,0.8088235294117645,0.4406426982957874,0.8092643051771118,0.44250704934976004
no,0.24509803921568626,no,no,0.0,0.5626096106629254,0.11538461538461542,0.5626160511656696,0.578590275160196,0.15384615384615385,0.5787139689578713,0.3737604881769641,0.826923076923077,0.3737288135593219,0.3970588235294117,0.5283208335737187,0.39509536784741145,0.0
si,0.004901960784313725,si,no,0.0,0.33216415292879686,0.5,0.33216422529399636,0.2691292875989446,0.3846153846153847,0.269179600886918,0.4652936689549961,0.6826923076923078,0.4652542372881355,0.4117647058823528,0.0,0.4114441416893733,0.44250704934976004
no,0.5392156862745098,no,no,0.0,0.5601543318133988,0.6634615384615384,0.5601402929647205,0.604221635883905,0.7692307692307693,0.6039911308203991,0.5469107551487413,0.5096153846153847,0.5466101694915255,0.42647058823529405,0.8616541669070522,0.4250681198910082,0.13358802120193103
no,0.5735294117647058,no,no,0.0,0.4110838302350053,0.6153846153846155,0.41097586135754083,0.43987938183188835,0.548076923076923,0.4399113082039912,0.5598779557589626,0.5192307692307693,0.5593220338983049,0.6691176470588234,0.5283208335737187,0.667574931880109,0.44250704934976004
si,0.0784313725490196,no,si,0.8729171502402246,0.4058225184145914,0.6442307692307693,0.4058180317722303,0.4462872220128157,0.10576923076923073,0.44611973392461207,0.5861937452326469,0.5192307692307693,0.5855932203389829,0.4779411764705881,0.0,0.4768392370572208,0.13358802120193103
no,0.6323529411764706,no,no,0.0,0.6096106629252893,0.6826923076923078,0.6094491438002888,0.6166603844704108,0.6923076923076924,0.6164079822616408,0.5732265446224256,0.3076923076923077,0.5728813559322032,0.2058823529411764,0.773976031629121,0.20435967302452318,0.44250704934976004
si,0.9411764705882353,no,no,0.0,0.20834794808839,0.42307692307692313,0.2083763152465443,0.28307576328684503,0.5288461538461539,0.28292682926829266,0.5320366132723111,0.6442307692307693,0.5313559322033896,0.5441176470588235,0.5283208335737187,0.5422343324250682,0.44250704934976004
no,0.553921568627451,no,no,0.0,0.4721150473518064,0.9326923076923078,0.47204456364761704,0.7874104787033547,0.5096153846153847,0.7871396895787139,0.4694889397406559,0.5,0.4694915254237288,0.48529411764705865,0.773976031629121,0.48501362397820175,0.0
no,0.6666666666666666,no,no,0.0,0.36373202385128023,0.41346153846153844,0.3637301423560966,0.3004146249528835,0.5,0.3002217294900222,0.702135774218154,0.2596153846153846,0.7016949152542373,0.3308823529411764,0.6666666666666666,0.3297002724795642,0.44250704934976004
no,0.9019607843137255,no,si,0.8566617910518294,0.3988074359873728,0.701923076923077,0.39880338353620803,0.6679231059178288,0.3846153846153847,0.667849223946785,0.31960335621662844,0.41346153846153844,0.3194915254237288,0.7573529411764706,0.19498750024038547,0.7574931880108993,0.44250704934976004
no,0.4901960784313726,no,no,0.0,0.6039985969835145,0.5673076923076924,0.6038786878481536,0.6079909536373916,0.46153846153846156,0.6079822616407982,0.38825324180015247,0.35576923076923084,0.3881355932203389,0.30147058823529405,0.19498750024038547,0.29972752043596734,0.7564707973660301
no,0.4607843137254902,no,si,0.8806676278717858,0.7351806383725008,0.5865384615384616,0.7350938724984527,0.21899736147757254,0.41346153846153844,0.21906873614190686,0.5945842868039664,0.40384615384615385,0.5940677966101693,0.5147058823529411,0.4406426982957874,0.5149863760217983,0.7564707973660301
no,0.029411764705882356,no,si,0.8649205849987094,0.6453875833041038,0.6346153846153847,0.64534763771405,0.37052393516773463,0.6538461538461539,0.37028824833702884,0.6727688787185353,0.548076923076923,0.6728813559322033,0.5367647058823529,0.9001465727136974,0.5367847411444142,0.0
si,0.6127450980392157,no,no,0.0,0.995790950543669,0.4903846153846154,0.9956674231483391,0.37843950245005653,0.4326923076923077,0.378270509977827,0.46910755148741407,0.5576923076923078,0.4686440677966102,0.3308823529411764,0.4406426982957874,0.3297002724795642,0.0
no,0.3431372549019608,no,no,0.0,0.7236057523675903,0.7307692307692307,0.7235403342273572,0.5018339992461365,0.40384615384615385,0.5017437694013305,0.4515636918382913,0.7788461538461539,0.4508474576271186,0.5735294117647058,0.19498750024038547,0.5722070844686649,0.13358802120193103
no,0.6029411764705882,no,no,0.0,0.7509645738337425,0.35576923076923084,0.750979987621209,0.5529589144364869,0.48076923076923084,0.5529933481152993,0.4405034324942791,0.22115384615384615,0.4398305084745761,0.5588235294117646,0.602451640685868,0.5585831062670301,0.7564707973660301
si,0.47058823529411764,si,no,0.0,0.6997544721150474,0.5673076923076924,0.6996080049515165,0.3396155295891443,0.548076923076923,0.33968957871396904,0.6498855835240274,0.6923076923076924,0.6499999999999999,0.27941176470588225,0.19498750024038547,0.27792915531335155,0.13358802120193103
no,0.1323529411764706,no,no,0.0,0.42897229042441243,0.29807692307692313,0.4289251083144213,0.5623822088202035,0.798076923076923,0.5623059866962308,0.5190694126620898,0.6538461538461539,0.5186440677966102,0.42647058823529405,0.33333333333333337,0.4250681198910082,0.44250704934976004
si,0.4362745098039216,si,no,0.0,0.388635566467906,0.46153846153846156,0.388487724365587,0.576328684508104,0.6057692307692307,0.5760532150776054,0.24256292906178484,0.47115384615384615,0.2423728813559322,0.4191176470588234,0.0,0.41689373297002735,1.0
no,0.9264705882352942,no,no,0.0,0.39810592774465103,0.3653846153846154,0.3979781308025583,0.758009800226159,0.7788461538461539,0.7578713968957871,0.41685736079328756,0.24038461538461542,0.4169491525423728,0.8235294117647056,0.0,0.8228882833787468,0.0
no,0.14705882352941174,no,si,0.8481229852375862,0.6071553840757629,0.5096153846153847,0.6071796987827522,0.6897851488880512,0.3653846153846154,0.689578713968958,0.652173913043478,0.7403846153846155,0.6516949152542371,0.588235294117647,0.19498750024038547,0.5885558583106267,0.0
no,0.24999999999999997,no,si,0.8107403422607161,0.46825675201683625,0.22115384615384615,0.4681246131627812,0.5047116471918582,0.3076923076923077,0.5046563192904656,0.3371472158657513,0.7307692307692307,0.3364406779661017,0.044117647058823484,0.5283208335737187,0.043596730245231696,0.44250704934976004
no,0.35294117647058826,no,no,0.0,0.7621887057172921,0.3076923076923077,0.7621208995254797,0.08556351300414622,0.29807692307692313,0.08558758314855874,0.31578947368421045,0.11538461538461542,0.31525423728813556,0.5220588235294117,0.7233083338141043,0.5204359673024523,0.13358802120193103
si,0.5392156862745098,no,no,0.0,0.8663626797614871,0.3942307692307693,0.8663090571487518,0.33735393893705234,0.6250000000000001,0.3374722838137472,0.6567505720823799,0.41346153846153844,0.656779661016949,0.36029411764705876,0.7233083338141043,0.3596730245231608,0.13358802120193103
si,0.4754901960784314,no,no,0.0,0.5011887057172922,0.5,0.5011278729110791,0.3471541650961175,0.7884615384615384,0.34722838137472284,0.3680396643783371,0.3846153846153847,0.36779661016949144,0.24264705882352933,0.0,0.2425068119891009,1.0
si,0.5147058823529412,si,no,0.0,0.33777621887057163,0.5,0.3377346812461316,0.4534489257444403,0.5673076923076924,0.4532150776053216,0.42448512585812354,0.3942307692307693,0.42457627118644053,0.5294117647058822,0.19498750024038547,0.5286103542234333,0.0
no,0.5392156862745098,no,no,0.0,0.6576639775517362,0.6634615384615384,0.6575201155353827,0.4689031285337354,0.7596153846153847,0.46873614190687357,0.6075514874141876,0.47115384615384615,0.6076271186440676,0.5,0.33333333333333337,0.4986376021798365,0.13358802120193103
no,0.28431372549019607,no,no,0.0,0.40126271483689935,0.48076923076923084,0.40127914173715706,0.5367508480964945,0.42307692307692313,0.5365853658536586,0.7486651411136536,0.3653846153846154,0.7483050847457626,0.6176470588235293,0.5283208335737187,0.6158038147138964,0.0
no,0.3431372549019608,no,si,0.7897389623232769,0.3647842862153631,0.5673076923076924,0.3647617082731587,0.35996984545797206,0.548076923076923,0.36008869179600883,0.5697940503432493,0.4903846153846154,0.5694915254237287,0.1544117647058823,0.33333333333333337,0.15258855585831066,0.44250704934976004
si,0.2647058823529412,no,no,0.0,0.8709224833391792,0.7307692307692307,0.8708479471838251,0.6159065209197135,0.5576923076923078,0.6159645232815965,0.6106025934401218,0.8846153846153847,0.6101694915254237,0.8308823529411764,0.6666666666666666,0.8310626702997277,0.13358802120193103
no,0.058823529411764705,no,no,0.0,0.07365836548579446,0.701923076923077,0.07365380647823394,0.7338861666038446,0.15384615384615385,0.7339246119733924,0.3371472158657513,0.6442307692307693,0.3364406779661017,0.6176470588235293,0.5283208335737187,0.6158038147138964,0.0
no,0.6617647058823529,no,si,0.7136032830194117,0.1858996843212908,0.548076923076923,0.18588817825459045,0.5043347154165096,0.5865384615384616,0.5042128603104212,0.596872616323417,0.6442307692307693,0.5966101694915253,0.7058823529411763,0.4406426982957874,0.7057220708446867,0.13358802120193103
no,0.5980392156862745,no,no,0.0,0.270080673447913,0.41346153846153844,0.2700639570868578,0.5620052770448548,0.7211538461538461,0.5618625277161864,0.6864988558352401,0.5192307692307693,0.6864406779661016,0.551470588235294,0.33333333333333337,0.5504087193460492,0.13358802120193103
no,0.5098039215686274,no,no,0.0,0.3868817958611013,0.5288461538461539,0.3868372188982876,0.5849981153411232,0.28846153846153844,0.5849223946784923,0.3543096872616323,0.5192307692307693,0.35423728813559324,0.6838235294117646,0.33333333333333337,0.6839237057220708,0.44250704934976004
no,0.24019607843137253,no,si,0.8729171502402246,0.9305506839705365,0.4326923076923077,0.9304724571900145,0.6520919713531851,0.6826923076923078,0.6518847006651887,0.4702517162471395,0.5288461538461539,0.4703389830508475,0.7426470588235292,0.9689635318695061,0.7411444141689374,0.7564707973660301
no,0.5735294117647058,no,no,0.0,0.34619431778323395,0.6923076923076924,0.3461935217660409,0.5152657369016207,0.5288461538461539,0.51529933481153,0.6010678871090769,0.40384615384615385,0.6008474576271186,0.5735294117647058,0.4406426982957874,0.5722070844686649,0.0
no,0.47058823529411764,no,no,0.0,0.464047702560505,0.34615384615384615,0.4639983494945328,0.37090086694308333,0.3653846153846154,0.3707317073170732,0.46262395118230354,0.33653846153846156,0.46271186440677964,0.6838235294117646,0.602451640685868,0.6839237057220708,0.7564707973660301
no,0.24509803921568626,no,no,0.0,0.6657313223430374,0.3942307692307693,0.6655663296884671,0.478326422917452,0.5576923076923078,0.4780487804878049,0.6590389016018305,0.7500000000000001,0.6584745762711863,0.838235294117647,0.19498750024038547,0.8365122615803815,0.13358802120193103
si,0.35294117647058826,no,no,0.0,0.6327604349351105,0.41346153846153844,0.6327625335258924,0.5770825480588013,0.47115384615384615,0.576940133037694,0.7883295194508009,0.3942307692307693,0.7881355932203389,0.5,0.602451640685868,0.4986376021798365,0.0
no,0.16666666666666666,no,no,0.0,0.3044545773412838,0.5192307692307693,0.30431194553331953,0.21258952129664532,0.6442307692307693,0.21241685144124167,0.24828375286041177,0.5,0.24830508474576268,0.7058823529411763,0.7233083338141043,0.7057220708446867,0.44250704934976004
no,0.3088235294117647,no,no,0.0,0.592072956857243,0.2692307692307693,0.5919125232102331,0.6215604975499435,0.2692307692307693,0.6212860310421287,0.6903127383676582,0.46153846153846156,0.6898305084745762,0.7426470588235292,0.19498750024038547,0.7411444141689374,0.0
no,0.303921568627451,no,no,0.0,0.3349701858996843,0.7115384615384616,0.33484629667835775,0.5020499601055408,0.13461538461538458,0.5020615656230598,0.3424866514111365,0.701923076923077,0.3423728813559321,0.47058823529411764,0.19498750024038547,0.4686648501362399,0.7564707973660301
no,0.5686274509803921,no,si,0.8729171502402246,0.23675903191862505,0.6442307692307693,0.23664122137404578,0.6411609498680738,0.7403846153846155,0.6412416851441243,0.7353165522501905,0.5384615384615384,0.7347457627118643,0.3088235294117646,0.602451640685868,0.3079019073569483,0.7564707973660301
si,0.5588235294117647,no,no,0.0,0.7281655559452823,0.47115384615384615,0.7280792242624304,0.6905390124387485,0.2596153846153846,0.6904656319290465,0.7612509534706331,0.7307692307692307,0.7610169491525423,0.7499999999999998,0.7233083338141043,0.7493188010899186,0.0
no,0.7892156862745098,no,no,0.0,0.5159593125219221,0.673076923076923,0.5159892717144626,0.5898982284206559,0.451923076923077,0.5898004434589801,0.41914569031273835,0.326923076923077,0.41864406779661006,0.5955882352941175,0.33333333333333337,0.5940054495912808,0.0
